ZFS APPLIANCE,POOL,PATH,SHARE,PROJECT,NFS EXPORT
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/DW2SROR_ZFS,DBaaS-Bologna_C2_C1,DW2SROR_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/DW2SROR_ZFS,DBaaS-Bologna_C2_C1,DW2SROR_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/DW2SROR_ZFS,DBaaS-Bologna_C2_C1,DW2SROR_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/DW2SROR_ZFS,DBaaS-Bologna_C2_C1,DW2SROR_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/DW2SROR_ZFS,DBaaS-Bologna_C2_C1,DW2SROR_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/DW2SROR_ZFS,DBaaS-Bologna_C2_C1,DW2SROR_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/DW2SROR_ZFS,DBaaS-Bologna_C2_C1,DW2SROR_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/DW2SROR_ZFS,DBaaS-Bologna_C2_C1,DW2SROR_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.242.42.182/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.242.42.183/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.242.42.184/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.242.42.185/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.242.42.186/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.242.42.188/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.242.42.157/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.242.42.181/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,192.168.10.57/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,192.168.10.54/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,192.168.10.55/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,192.168.10.56/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.53.93.176/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.53.93.177/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/E-FOUNDATION_ZFS,DBaaS-Bologna_C2_C1,E-FOUNDATION_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,10.53.79.133/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,10.53.79.134/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,10.53.79.135/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,10.53.79.136/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/EMMADB_share,DBaaS-Bologna_C2_C1,EMMADB_share,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,10.22.44.70/28
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/FAS_ZFS,DBaaS-Bologna_C2_C1,FAS_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,10.22.46.137/28
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,10.242.40.230/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,10.242.40.231/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GCV_ZFS,DBaaS-Bologna_C2_C1,GCV_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,10.242.40.231/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,10.22.46.233/28
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GEBP_ZFS,DBaaS-Bologna_C2_C1,GEBP_ZFS,10.242.40.230/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,10.242.40.230/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,10.242.40.231/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,10.24.4.232/27
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVF_ZFS,DBaaS-Bologna_C2_C1,GIAPVF_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,10.22.44.168/27
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,10.242.40.230/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,10.242.40.231/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/GIAPVM_ZFS,DBaaS-Bologna_C2_C1,GIAPVM_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.50/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.51/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.52/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.53/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.54/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.55/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.56/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.57/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/ITMC-BRASIL_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,ITMC-BRASIL_ZFS_LOGAPPL,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,10.22.56.235/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,10.22.56.234/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,10.22.56.233/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,10.22.56.231/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,10.22.56.230/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,10.22.56.229/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,10.22.56.228/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,192.168.10.4/32
