ZFS APPLIANCE,POOL,PATH,SHARE,PROJECT,NFS EXPORT
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/Jive_ZFS,DBaaS-Bologna_C2_C1,Jive_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/MIDA_ZFS,DBaaS-Bologna_C2_C1,MIDA_ZFS,10.242.35.69/26
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/OPERA_ZFS,DBaaS-Bologna_C2_C1,OPERA_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,10.242.37.5/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,10.22.50.105/16
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SACI_ZFS,DBaaS-Bologna_C2_C1,SACI_ZFS,10.242.37.4/22
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.50/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.51/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.52/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.53/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.54/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.55/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.56/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.57/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,10.22.66.9/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,10.22.50.10/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,10.53.91.228/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS,DBaaS-Bologna_C2_C1,SDU_ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.57/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.50/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.51/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.52/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.53/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.54/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.55/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.56/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/SDU_ZFS_LOGAPPL,DBaaS-Bologna_C2_C1,SDU_ZFS_LOGAPPL,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.66/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.67/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.68/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.69/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.50/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.51/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.52/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.53/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.54/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.55/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.56/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.57/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,10.41.127.232/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,10.41.127.233/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/TIM-CO-GUP-ZFS,DBaaS-Bologna_C2_C1,TIM-CO-GUP-ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/tim-co-gr-ZFS,DBaaS-Bologna_C2_C1,tim-co-gr-ZFS,192.168.10.1/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/tim-co-gr-ZFS,DBaaS-Bologna_C2_C1,tim-co-gr-ZFS,192.168.10.2/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/tim-co-gr-ZFS,DBaaS-Bologna_C2_C1,tim-co-gr-ZFS,192.168.10.3/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/tim-co-gr-ZFS,DBaaS-Bologna_C2_C1,tim-co-gr-ZFS,192.168.10.4/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/tim-co-gr-ZFS,DBaaS-Bologna_C2_C1,tim-co-gr-ZFS,10.22.50.39/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C2_C1/tim-co-gr-ZFS,DBaaS-Bologna_C2_C1,tim-co-gr-ZFS,10.22.50.40/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/BPME-MM_ZFS,DBaaS-Bologna_C3,BPME-MM_ZFS,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.66/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.67/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.68/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.69/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.13/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,10.38.21.202/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DBSS-COM_ZFS_LOGAPPL,DBaaS-Bologna_C3,DBSS-COM_ZFS_LOGAPPL,10.38.21.203/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.13/32
