ZFS APPLIANCE,POOL,PATH,SHARE,PROJECT,NFS EXPORT
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,10.38.21.202/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/DWI-CLIENTE-ODS_ZFS,DBaaS-Bologna_C3,DWI-CLIENTE-ODS_ZFS,10.38.21.203/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.22.51.137/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.22.51.138/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.22.51.139/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.22.51.140/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.22.51.141/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.22.51.142/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.22.51.143/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.22.51.144/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.13/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.38.21.202/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/EBPF_ZFS,DBaaS-Bologna_C3,EBPF_ZFS,10.38.21.203/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.13/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,10.38.21.202/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/GRSI_ZFS_LOGAPPL,DBaaS-Bologna_C3,GRSI_ZFS_LOGAPPL,10.38.21.203/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,10.242.34.151/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.13/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_1,DBaaS-Bologna_C3,MTPN-NEW_ZFS_1,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,10.242.34.151/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.13/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_2,DBaaS-Bologna_C3,MTPN-NEW_ZFS_2,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,10.242.34.151/26
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,10.38.21.202/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,10.38.21.203/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.13/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_3,DBaaS-Bologna_C3,MTPN-NEW_ZFS_3,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,10.242.34.151/26
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.13/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/MTPN-NEW_ZFS_LOGAPPL,DBaaS-Bologna_C3,MTPN-NEW_ZFS_LOGAPPL,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.49/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.48/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.47/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.46/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.13/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,10.38.21.202/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PATROCLO_ZFS,DBaaS-Bologna_C3,PATROCLO_ZFS,10.38.21.203/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,10.37.14.197/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,10.37.14.196/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,10.242.34.133/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.14/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.12/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.13/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OTM_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OTM_ZFS_1,192.168.10.11/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,192.168.10.58/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,192.168.10.59/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,192.168.10.60/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,192.168.10.61/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,192.168.10.62/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,192.168.10.63/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,192.168.10.64/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,192.168.10.65/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,10.242.34.132/32
BO1ZFSDBAAS-M203G,Pool-02,/export/DBaaS-Bologna_C3/PLTNEW-OT_ZFS_1,DBaaS-Bologna_C3,PLTNEW-OT_ZFS_1,192.168.10.14/32
